topic,question,option1,option2,option3,option4,answer
Data Science,Which library is commonly used for machine learning in Python?,Scikit-learn,NumPy,Pandas,Matplotlib,1
Data Science,What is the purpose of the 'train' dataset?,To train the model,To evaluate model performance,To visualize data,To preprocess data,1
Data Science,What does 'feature engineering' involve?,Creating new features from existing data,Normalizing data,Encoding categorical variables,Reducing dimensionality,1
Data Science,Which of the following is a common method for model evaluation?,Cross-validation,Data Normalization,Data Encoding,Data Imputation,1
Data Science,What is the purpose of the 'test' dataset?,To evaluate model performance,To train the model,To visualize data,To preprocess data,1
Data Science,Which metric is used to evaluate regression models?,R-squared,Accuracy,Precision,Recall,1
Data Science,What is the purpose of the 'confusion matrix'?,To visualize classification performance,To preprocess data,To clean data,To store data,1
Data Science,Which of the following is a common method for data normalization?,Min-Max Scaling,Z-score Normalization,Log Transformation,All of the above,1
Data Science,What is the purpose of the 'validation' dataset?,To tune model parameters,To train the model,To evaluate model performance,To preprocess data,1
Data Science,Which algorithm is commonly used for dimensionality reduction?,t-SNE,Linear Regression,Decision Trees,Random Forest,1
Data Science,What is the purpose of the 'AUC-ROC curve'?,To evaluate classification performance,To visualize data,To preprocess data,To reduce dimensionality,1
Data Science,Which of the following is a common method for handling categorical variables?,Label Encoding,One-Hot Encoding,Ordinal Encoding,All of the above,1
Data Science,What is the purpose of the 'bagging' technique?,To reduce variance by combining multiple models,To increase bias,To visualize data,To preprocess data,1
Data Science,Which of the following is a type of unsupervised learning?,Clustering,Regression,Classification,Time Series Analysis,1
Data Science,What is the purpose of the 'mean absolute error' (MAE) metric?,To measure the average magnitude of errors,To measure accuracy,To evaluate classification models,To visualize data,1
Data Science,Which technique is used to improve model performance by combining predictions from multiple models?,Ensemble Learning,Feature Engineering,Data Normalization,Data Imputation,1
Data Science,What is the purpose of the 'k-nearest neighbors' algorithm?,To classify data points based on proximity,To reduce dimensionality,To visualize data,To preprocess data,1
Data Science,Which of the following is a common method for time series analysis?,Moving Average,Linear Regression,Clustering,Classification,1
Data Science,What is the purpose of the 'data pipeline'?,To automate data processing workflows,To visualize data,To clean data,To store data,1
Data Science,Which of the following is a common method for model selection?,Grid Search,Data Normalization,Data Encoding,Data Imputation,1
Data Science,What is the purpose of the 'root mean squared error' (RMSE) metric?,To measure the average magnitude of errors,To measure accuracy,To evaluate classification models,To visualize data,1
Data Science,Which algorithm is commonly used for anomaly detection?,Isolation Forest,Linear Regression,Decision Trees,Random Forest,1
Data Science,What is the purpose of the 'data wrangling' process?,To clean and transform raw data into a usable format,To visualize data,To analyze data,To store data,1
Data Science,Which of the following is a common method for feature extraction?,Principal Component Analysis,Data Normalization,Data Encoding,Data Imputation,1
Data Science,What is the purpose of the 'data visualization' process?,To represent data graphically for better understanding,To clean data,To analyze data,To store data,1
Data Science,Which of the following is a common method for model evaluation?,Cross-Validation,Data Normalization,Data Encoding,Data Imputation,1
Data Science,What is the purpose of the 'data augmentation' technique?,To increase the size of the training dataset,To reduce overfitting,To improve model accuracy,To visualize data,1
Data Science,Which of the following is a common method for handling imbalanced datasets?,SMOTE,Data Normalization,Data Encoding,Data Imputation,1
Data Science,What is the purpose of the 'feature importance' metric?,To evaluate the contribution of each feature to the model,To visualize data,To preprocess data,To clean data,1
Data Science,Which of the following is a common method for model interpretability?,SHAP Values,LIME,Feature Importance,All of the above,1
Data Science,What is the purpose of the 'data collection' process?,To gather data from various sources for analysis,To clean data,To visualize data,To store data,1
Data Science,Which of the following is a common method for regression analysis?,Linear Regression,Logistic Regression,Decision Trees,Clustering,1
Data Science,What is the purpose of the 'data exploration' process?,To understand the underlying patterns in the data,To clean data,To visualize data,To store data,1
Data Science,Which of the following is a common method for model deployment?,Flask,Streamlit,FastAPI,All of the above,1
Data Science,What is the purpose of the 'data ethics' concept?,To ensure responsible use of data,To visualize data,To analyze data,To store data,1
Data Science,Which of the following is a common method for handling outliers?,Z-score,Min-Max Scaling,Data Encoding,Data Imputation,1
Data Science,What is the purpose of the 'data governance' process?,To manage data availability, usability, integrity, and security,To visualize data,To analyze data,To store data,1
Data Science,Which of the following is a common method for time series forecasting?,ARIMA,Linear Regression,Decision Trees,Clustering,1
Data Science,What is the purpose of the 'data storytelling' concept?,To communicate insights from data effectively,To visualize data,To analyze data,To store data,1
Data Science,Which of the following is a common method for feature scaling?,Min-Max Scaling,Standardization,Z-score Normalization,All of the above,1
Data Science,What is the purpose of the 'data pipeline' concept?,To automate data processing workflows,To visualize data,To clean data,To store data,1
Data Science,Which of the following is a common method for model evaluation?,Cross-Validation,Data Normalization,Data Encoding,Data Imputation,1
Data Science,What is the purpose of the 'data augmentation' technique?,To increase the size of the training dataset,To reduce overfitting,To improve model accuracy,To visualize data,1
Data Science,Which of the following is a common method for handling imbalanced datasets?,SMOTE,Data Normalization,Data Encoding,Data Imputation,1
Data Science,What is the purpose of the 'feature importance' metric?,To evaluate the contribution of each feature to the model,To visualize data,To preprocess data,To clean data,1
Data Science,Which of the following is a common method for model interpretability?,SHAP Values,LIME,Feature Importance,All of the above,1
Data Science,What is the purpose of the 'data collection' process?,To gather data from various sources for analysis,To clean data,To visualize data,To store data,1
Data Science,Which of the following is a common method for regression analysis?,Linear Regression,Logistic Regression,Decision Trees,Clustering,1
Data Science,What is the purpose of the 'data exploration' process?,To understand the underlying patterns in the data,To clean data,To visualize data,To store data,1
Data Science,Which of the following is a common method for model deployment?,Flask,Streamlit,FastAPI,All of the above,1
Data Science,What is the purpose of the 'data ethics' concept?,To ensure responsible use of data,To visualize data,To analyze data,To store data,1
Data Science,Which of the following is a common method for handling outliers?,Z-score,Min-Max Scaling,Data Encoding,Data Imputation,1
Data Science,What is the purpose of the 'data governance' process?,To manage data availability, usability, integrity, and security,To visualize data,To analyze data,To store data,1
Data Science,Which of the following is a common method for time series forecasting?,ARIMA,Linear Regression,Decision Trees,Clustering,1
Data Science,What is the purpose of the 'data storytelling' concept?,To communicate insights from data effectively,To visualize data,To analyze data,To store data,1
Data Science,Which of the following is a common method for feature scaling?,Min-Max Scaling,Standardization,Z-score Normalization,All of the above,1
Data Science,What is the purpose of the 'data pipeline' in machine learning?,To automate the flow of data from collection to analysis,To visualize data,To clean data,To store data,1
Data Science,Which of the following is a common method for feature extraction in text data?,TF-IDF,One-Hot Encoding,Min-Max Scaling,Label Encoding,1
Data Science,What is the purpose of the 'confusion matrix' in classification tasks?,To evaluate the performance of a classification model,To visualize data,To preprocess data,To clean data,1
Data Science,Which of the following is a common method for handling categorical variables in machine learning?,Label Encoding,One-Hot Encoding,Ordinal Encoding,All of the above,1
Automata,What is the primary component of a finite automaton?,States,Transitions,Input symbols,Output symbols,1
Automata,Which of the following is a type of automaton?,Finite Automaton,Pushdown Automaton,Turing Machine,All of the above,4
Automata,What does a deterministic finite automaton (DFA) require?,Multiple transitions for a single input,Exactly one transition for each input,No transitions,Infinite states,2
Automata,What is the language accepted by a finite automaton?,Regular language,Context-free language,Recursive language,Non-regular language,1
Automata,What is the main difference between DFA and NFA?,DFA has multiple states for one input,NFA can have multiple transitions for one input,DFA is more complex than NFA,DFA cannot be minimized,2
Automata,What does a Turing machine consist of?,Tape,Head,State,All of the above,4
Automata,What is the purpose of the transition function in an automaton?,To define state changes,To define input symbols,To define output symbols,To define the tape,1
Automata,Which of the following is true about context-free grammars?,They can generate regular languages,They can generate all languages,They can generate non-regular languages,They cannot generate any language,3
Automata,What is the closure property of regular languages?,Closed under union,Closed under intersection,Closed under complementation,All of the above,4
Automata,What is a pushdown automaton used for?,Recognizing regular languages,Recognizing context-free languages,Recognizing context-sensitive languages,Recognizing recursive languages,2
Automata,What is the main feature of a non-deterministic finite automaton (NFA)?,It has a single state for each input,It can have multiple transitions for the same input,It cannot be minimized,It has no states,2
Automata,What does the term "accepted language" refer to?,The set of strings accepted by an automaton,The set of strings rejected by an automaton,The set of all possible strings,The set of empty strings,1
Automata,What is the significance of the start state in an automaton?,It is where processing begins,It is where processing ends,It is a final state,It is an accepting state,1
Automata,What is a regular expression?,A sequence of symbols that defines a language,A type of automaton,A type of grammar,A method for parsing,1
Automata,Which of the following can be represented by a finite automaton?,Regular languages,Context-free languages,Context-sensitive languages,All languages,1
Automata,What is the role of the stack in a pushdown automaton?,To store input symbols,To store states,To store intermediate results,To store additional information,3
Automata,What is the main limitation of finite automata?,They cannot count,They cannot recognize any language,They can only recognize context-free languages,They can only recognize regular languages,1
Automata,What is the purpose of a transition diagram?,To visualize state transitions,To define input symbols,To define output symbols,To define the tape,1
Automata,What is the language of a Turing machine?,Recursively enumerable languages,Regular languages,Context-free languages,All languages,1
Automata,What does "deterministic" mean in the context of automata?,One state for each input,Multiple states for each input,No states,Infinite states,1
Automata,What is the significance of final states in an automaton?,They indicate acceptance of input,They indicate rejection of input,They are the starting point,They are intermediate states,1
Automata,What is a context-free language?,A language generated by a context-free grammar,A language generated by a regular grammar,A language that cannot be generated,All languages,1
Automata,What is the pumping lemma used for?,To prove a language is regular,To prove a language is context-free,To prove a language is recursive,To prove a language is non-regular,1
Automata,What is the main characteristic of a Turing machine?,It has a finite number of states,It can write on an infinite tape,It cannot accept any language,It has no input symbols,2
Automata,What is the relationship between regular languages and context-free languages?,All regular languages are context-free,All context-free languages are regular,They are the same,They are unrelated,1
Automata,What is the main purpose of a finite automaton?,To recognize patterns in strings,To generate strings,To parse strings,To store strings,1
Automata,What does "closure under union" mean for languages?,The union of two languages is also in the language class,The intersection of two languages is also in the language class,The complement of a language is also in the language class,The concatenation of two languages is also in the language class,1
Automata,What is the main function of a grammar in automata theory?,To define the syntax of a language,To define the semantics of a language,To define the structure of an automaton,To define the input symbols,1
Automata,What is the significance of the empty string in automata?,It is accepted by all automata,It is never accepted,It is only accepted by finite automata,It is only accepted by Turing machines,1
Automata,What is the main goal of automata theory?,To study the behavior of computational models,To study programming languages,To study algorithms,To study data structures,1
Automata,What is the formal definition of a finite automaton?,A 5-tuple (Q, Σ, δ, q₀, F),A 4-tuple (Q, Σ, δ, q₀),A 6-tuple (Q, Σ, Γ, δ, q₀, F),A 3-tuple (Σ, δ, F),1
Automata,What is the difference between a DFA and NFA in terms of power?,They recognize the same class of languages,NFA is more powerful,DFA is more powerful,None of the above,1
Automata,Which theorem proves that NFAs and DFAs are equivalent in power?,Rabin-Scott theorem,Pumping lemma,Kleene's theorem,Myhill-Nerode theorem,1
Automata,What is the purpose of ε-transitions in NFAs?,To allow state changes without input,To increase computational power,To reduce the number of states,To make the automaton deterministic,1
Automata,What is the Myhill-Nerode theorem used for?,To prove a language is regular,To prove a language is context-free,To minimize DFAs,To construct NFAs,1
Automata,What is the pumping lemma for regular languages used for?,To prove a language is not regular,To prove a language is regular,To construct DFAs,To minimize NFAs,1
Automata,What is a Mealy machine?,An automaton with output on transitions,A DFA with no final states,A NFA with ε-transitions,A pushdown automaton,1
Automata,What is a Moore machine?,An automaton with output on states,A DFA with no input alphabet,A NFA with multiple start states,A Turing machine with finite tape,1
Automata,Which of these is not a regular language?,{aⁿbⁿ | n ≥ 0},{aⁿ | n ≥ 0},{a*b*},{ab},2
Automata,What is the closure property of regular languages under concatenation?,Regular languages are closed under concatenation,Regular languages are not closed,Only NFAs are closed,Only DFAs are closed,1
Automata,What is the minimal DFA for the language {ε}?,One state which is both initial and final,Two states - one initial and one final,One state which is initial but not final,No states are needed,1
Automata,What is the extended transition function of a DFA?,δ*: Q × Σ* → Q,δ*: Q × Σ → Q,δ*: Q → Q,δ*: Σ* → Q,1
Automata,What is the language accepted by a DFA with no final states?,The empty language,The language Σ*,All strings of length 1,No strings are accepted,1
Automata,How many states are needed for a DFA recognizing L = {w | w contains an odd number of a's}?,2,3,4,1,1
Automata,What is the purpose of state minimization in DFAs?,To create the smallest equivalent DFA,To convert to an NFA,To add ε-transitions,To make the DFA complete,1
Automata,Which regular expression denotes all binary strings ending with 1?,(0+1)*1,(1+0)1*,(0+1)1,(0+1)*0,1
Automata,What does the regular expression (∅)* denote?,{ε},∅,Σ*,{ε,∅},1
Automata,Which of these is not a regular expression operation?,Reverse,Concatenation,Kleene star,Union,1
Automata,What is the relationship between regular expressions and finite automata?,They describe the same class of languages,Regular expressions are more powerful,Finite automata are more powerful,They are incomparable,1
Automata,What is the language of the regular expression a*ba*ba*?,Strings with exactly two b's,Strings with at least two b's,Strings with even number of b's,Strings starting and ending with b,1
Automata,How many states are needed for an NFA recognizing L = {w | the third symbol is 1}?,4,3,5,2,1
Automata,What is the characteristic of a minimal DFA?,It has the fewest states possible,It has no ε-transitions,It is complete,It has exactly one final state,1
Automata,What is the procedure to convert an NFA to DFA called?,Subset construction,Powerset construction,State minimization,Transition closure,2
Automata,Which of these is not part of a context-free grammar?,Input alphabet,Stack alphabet,Terminals,Non-terminals,2
Automata,What is a derivation in context-free grammars?,A sequence of productions leading from start symbol to string,A path in a parse tree,A sequence of input symbols,None of the above,1
Automata,What is the difference between leftmost and rightmost derivations?,Order in which non-terminals are replaced,Length of the derivation,Resulting parse tree,Functions used in derivation,1
Automata,What is the pumping lemma for context-free languages used for?,To prove a language is not context-free,To prove a language is regular,To construct CFGs,To minimize PDAs,1
Automata,What is the purpose of greibach normal form?,To restrict the form of productions,To make the grammar regular,To eliminate ε-productions,To make the grammar LL(1),1
Automata,What is the relationship between regular and context-free languages?,All regular languages are context-free,All context-free languages are regular,They are the same,They are incomparable,1
Automata,What is the stack used for in a PDA?,To remember context,To store input,To count symbols,To reject strings,1
Automata,What is the difference between deterministic and non-deterministic PDAs?,Deterministic PDAs recognize fewer languages,They recognize the same languages,Non-deterministic PDAs cannot accept by final state,There is no difference,1
Automata,What is the language of the grammar S → aSb | ε?,{aⁿbⁿ | n ≥ 0},{aⁿbⁿ | n > 0},{ab}*,{a*b*},1
Automata,What is the purpose of Chomsky normal form?,To limit production forms for parsing,To make grammars regular,To eliminate terminals,To increase expressive power,1
Automata,Which of these is not a valid production in Chomsky normal form?,A → a,S → ε,A → BC,A → B,2
Automata,What is the CYK algorithm used for?,Parsing CFGs in CNF,Lexical analysis,NFA to DFA conversion,Regular expression matching,1
Automata,What is an ambiguous grammar?,A grammar with multiple parse trees for some string,A grammar that cannot be parsed,A regular grammar,A grammar with ε-productions,1
Automata,What is the purpose of a Turing machine as a recognizer?,To accept recursively enumerable languages,To accept only regular languages,To accept only CFGs,To reject all inputs,1
Automata,What makes a Turing machine more powerful than a PDA?,An infinite read-write tape,A stack,A finite control,A read-only input tape,1
Automata,What is the purpose of a universal Turing machine?,To simulate other Turing machines,To recognize all languages,To solve the halting problem,To parse context-free languages,1
Automata,What is the halting problem?,Determining if a TM halts on given input,Determining if a DFA accepts a string,Parsing context-free grammars,Minimizing finite automata,1
Automata,What is the Church-Turing thesis?,Any computable function can be computed by a TM,TMs can recognize all languages,TMs are equivalent to DFAs,TMs cannot solve undecidable problems,1
Automata,What is the difference between recursively enumerable and recursive languages?,RE languages have TMs that halt on 'yes', recursive on all inputs,Recursive languages have TMs that halt on 'yes', RE on all inputs,There is no difference,RE languages are not computable,1
Automata,What is the Post correspondence problem?,An undecidable problem about string matching,A problem about DFA minimization,A problem about CFG ambiguity,None of the above,1
Automata,What is the purpose of a linear bounded automaton?,To recognize context-sensitive languages,To recognize regular languages,To recognize recursively enumerable languages,To recognize decidable languages,1
Automata,What is a recursively enumerable language?,A language recognized by a TM,A language with a decider,A regular language,None of the above,1
Automata,What is Rice's theorem about?,All non-trivial properties of RE languages are undecidable,All properties of TMs are undecidable,The halting problem is decidable,RE languages are closed under complement,1
Automata,What is the complexity class P?,Problems solvable in polynomial time by a DTM,Problems verifiable in polynomial time,Problems solvable in exponential time,None of the above,1
Automata,What is the complement of a regular language?,Also regular,Context-free,Recursive,RE but not recursive,1
Automata,What is an inherently ambiguous language?,A CFL all of whose grammars are ambiguous,A CFL with no unambiguous grammars,A regular language with ambiguous CFG,None of the above,1
Automata,What is a decidable language?,A language with a TM that always halts,A language accepted by a DFA,A CFL,A regular language,1
Automata,What is the purpose of λ-closure in NFA to DFA conversion?,To find all states reachable via λ-transitions,To eliminate λ-transitions,To minimize states,To complete the transition function,1
Automata,What is the difference between acceptance by final state and empty stack in PDAs?,The class of languages recognized is the same,Final state is more restrictive,Empty stack is more restrictive,They recognize complementary classes,1
Automata,What is the significance of the two-stack PDA?,It is equivalent to a Turing machine,It recognizes only regular languages,It recognizes only DCFLs,None of the above,1
Automata,What is the language { ww | w ∈ Σ* }?,Not context-free,Regular,Context-free but not regular,Recursive but not RE,1
Automata,What is a simple transducer?,A finite state machine with output,A PDA with no stack,A Turing machine with finite tape,None of the above,1
Automata,What is the difference between a Mealy and Moore machine?,Output placement - transitions vs states,Computational power,Number of states,Language recognition capability,1
Automata,What is the purpose of a finite state transducer?,To implement regular relations,To recognize context-free languages,To compute recursive functions,None of the above,1
Automata,What is a right-linear grammar?,A grammar where all productions are of form A→aB or A→a,A grammar that can only generate right-regular languages,A context-sensitive grammar,A grammar that generates palindromes,1
Automata,What is the procedure to convert a regular grammar to FA?,Construct states for nonterminals,Create transitions from productions,Add final states for terminating productions,All of the above,4
Automata,What is the significance of the Arden's lemma?,It helps solve regular expression equations,It proves CFGs are more powerful than RE,It provides a parsing algorithm,None of the above,1
Automata,What is a complete DFA?,All transitions are defined for all symbols in all states,It accepts all strings,It has no unreachable states,It is minimal,1
Automata,What is the language of a DFA with all states final?,Σ*,The empty language,The language of strings of prime length,None of the above,1
Automata,What is the purpose of the transition graph in automata theory?,To visualize the automaton,To prove properties of languages,To measure complexity,None of the above,1
Automata,What does it mean for a language to be star-free?,It can be defined without Kleene star,It cannot be regular,It is context-sensitive,It is finite,1
Automata,What is the main characteristic of a context-sensitive grammar?,It can generate context-sensitive languages,It can generate regular languages,It can generate context-free languages,It has a finite number of productions,1
Automata,What is the significance of the Chomsky hierarchy?,It classifies languages based on their generative power,It defines the complexity of algorithms,It categorizes automata types,It describes the relationship between languages,1
Automata,What is the purpose of a transition function in a Turing machine?,To define how the machine moves between states based on input,To determine the final state,To define the tape symbols,To visualize the automaton,1
Automata,What is the main limitation of a finite automaton?,It cannot use memory beyond its states,It cannot recognize regular languages,It cannot be minimized,It cannot accept any input,1
Automata,What is the relationship between context-free languages and regular languages?,All context-free languages are regular,Some context-free languages are not regular,All regular languages are context-free,They are equivalent,2
Automata,What is the significance of the empty string in formal languages?,It is accepted by all automata,It is never accepted,It is only accepted by finite automata,It is only accepted by Turing machines,1
Syllogism,All cats are animals. Some animals are dogs. Therefore, some cats are dogs.,True,False,Not necessarily,All of the above,3
Syllogism,No birds are mammals. All sparrows are birds. Therefore, no sparrows are mammals.,True,False,Not necessarily,All of the above,1
Syllogism,Some fruits are apples. All apples are red. Therefore, some fruits are red.,True,False,Not necessarily,All of the above,1
Syllogism,All humans are mortal. Socrates is a human. Therefore, Socrates is mortal.,True,False,Not necessarily,All of the above,1
Syllogism,Some dogs are not pets. All pets are animals. Therefore, some dogs are animals.,True,False,Not necessarily,All of the above,1
Syllogism,All roses are flowers. Some flowers are red. Therefore, some roses are red.,True,False,Not necessarily,All of the above,3
Syllogism,No reptiles are mammals. All snakes are reptiles. Therefore, no snakes are mammals.,True,False,Not necessarily,All of the above,1
Syllogism,Some cars are electric. All electric vehicles are eco-friendly. Therefore, some cars are eco-friendly.,True,False,Not necessarily,All of the above,1
Syllogism,All teachers are educated. Some educated people are not teachers. Therefore, some educated people are not teachers.,True,False,Not necessarily,All of the above,1
Syllogism,Some birds can fly. All eagles are birds. Therefore, all eagles can fly.,True,False,Not necessarily,All of the above,3
Syllogism,All mammals are warm-blooded. Some warm-blooded animals are not mammals. Therefore, some mammals are not warm-blooded.,True,False,Not necessarily,All of the above,2
Syllogism,No cats are dogs. All pets are cats. Therefore, no pets are dogs.,True,False,Not necessarily,All of the above,2
Syllogism,Some students are scholars. All scholars are intelligent. Therefore, some students are intelligent.,True,False,Not necessarily,All of the above,1
Syllogism,All fruits are healthy. Some unhealthy foods are not fruits. Therefore, some unhealthy foods are not healthy.,True,False,Not necessarily,All of the above,1
Syllogism,All squares are rectangles. Some rectangles are not squares. Therefore, some squares are not rectangles.,True,False,Not necessarily,All of the above,2
Syllogism,Some mammals are not dogs. All dogs are animals. Therefore, some mammals are animals.,True,False,Not necessarily,All of the above,1
Syllogism,All cars are vehicles. Some vehicles are not cars. Therefore, some cars are not vehicles.,True,False,Not necessarily,All of the above,2
Syllogism,No fish are mammals. All whales are mammals. Therefore, no whales are fish.,True,False,Not necessarily,All of the above,1
Syllogism,Some flowers are not red. All roses are flowers. Therefore, some roses are not red.,True,False,Not necessarily,All of the above,2
Syllogism,All dogs bark. Some animals that bark are not dogs. Therefore, some animals that bark are not dogs.,True,False,Not necessarily,All of the above,2
Syllogism,All birds have wings. Some winged creatures are not birds. Therefore, some creatures with wings are not birds.,True,False,Not necessarily,All of the above,2
Syllogism,Some teachers are not professors. All professors are educated. Therefore, some teachers are not educated.,True,False,Not necessarily,All of the above,2
Syllogism,All triangles have three sides. Some shapes with three sides are not triangles. Therefore, some shapes with three sides are not triangles.,True,False,Not necessarily,All of the above,2
Syllogism,Some pets are cats. All cats are animals. Therefore, some pets are animals.,True,False,Not necessarily,All of the above,1
Syllogism,All humans are mortal. Some mortals are not humans. Therefore, some mortals are not human.,True,False,Not necessarily,All of the above,2
Syllogism,No mammals lay eggs. All birds lay eggs. Therefore, no birds are mammals.,True,False,Not necessarily,All of the above,1
Syllogism,Some cars are fast. All fast vehicles are not cars. Therefore, some cars are not fast.,True,False,Not necessarily,All of the above,2
Syllogism,All students are learners. Some learners are not students. Therefore, some students are not learners.,True,False,Not necessarily,All of the above,2
Syllogism,Some animals are not pets. All pets are animals. Therefore, some animals are not pets.,True,False,Not necessarily,All of the above,1
Syllogism,All fruits are sweet. Some sweet things are not fruits. Therefore, some sweet things are not fruits.,True,False,Not necessarily,All of the above,2
Syllogism,All squares are shapes. Some shapes are not squares. Therefore, some shapes are not squares.,True,False,Not necessarily,All of the above,2
Syllogism,All mammals are animals. Some animals are not mammals. Therefore, some animals are not mammals.,True,False,Not necessarily,All of the above,2
Syllogism,All trees are plants. Some plants are not trees. Therefore, some plants are not trees.,True,False,Not necessarily,All of the above,2
Syllogism,Some vehicles are cars. All cars are vehicles. Therefore, some vehicles are cars.,True,False,Not necessarily,All of the above,1
Syllogism,All birds are animals. Some animals are not birds. Therefore, some animals are not birds.,True,False,Not necessarily,All of the above,2
Syllogism,No reptiles are birds. All snakes are reptiles. Therefore, no snakes are birds.,True,False,Not necessarily,All of the above,1
Syllogism,Some fruits are bananas. All bananas are yellow. Therefore, some fruits are yellow.,True,False,Not necessarily,All of the above,1
Syllogism,All cars are vehicles. Some vehicles are trucks. Therefore, some cars are trucks.,True,False,Not necessarily,All of the above,3
Syllogism,All dogs are mammals. Some mammals are not dogs. Therefore, some mammals are not dogs.,True,False,Not necessarily,All of the above,2
Syllogism,Some birds are not sparrows. All sparrows are birds. Therefore, some birds are not sparrows.,True,False,Not necessarily,All of the above,1
Syllogism,All humans are primates. Some primates are not humans. Therefore, some primates are not humans.,True,False,Not necessarily,All of the above,2
Syllogism,No cats are reptiles. All reptiles are animals. Therefore, no cats are animals.,True,False,Not necessarily,All of the above,2
Syllogism,Some flowers are daisies. All daisies are flowers. Therefore, some flowers are daisies.,True,False,Not necessarily,All of the above,1
Syllogism,All mammals are warm-blooded. Some warm-blooded animals are not mammals. Therefore, some mammals are not warm-blooded.,True,False,Not necessarily,All of the above,2
Syllogism,All cars are fast. Some fast things are not cars. Therefore, some fast things are not cars.,True,False,Not necessarily,All of the above,2
Syllogism,Some pets are dogs. All dogs are animals. Therefore, some pets are animals.,True,False,Not necessarily,All of the above,1
Syllogism,All squares are rectangles. Some rectangles are not squares. Therefore, some squares are not rectangles.,True,False,Not necessarily,All of the above,2
Syllogism,No mammals are reptiles. All reptiles are cold-blooded. Therefore, no mammals are cold-blooded.,True,False,Not necessarily,All of the above,2
Syllogism,Some students are athletes. All athletes are fit. Therefore, some students are fit.,True,False,Not necessarily,All of the above,1
Syllogism,All dogs are pets. Some pets are not dogs. Therefore, some pets are not dogs.,True,False,Not necessarily,All of the above,2
Syllogism,All fish swim. Some swimming creatures are not fish. Therefore, some swimming creatures are not fish.,True,False,Not necessarily,All of the above,2
Syllogism,Some mammals are not cats. All cats are animals. Therefore, some mammals are animals.,True,False,Not necessarily,All of the above,1
Syllogism,All birds can fly. Some birds are penguins. Therefore, some penguins can fly.,True,False,Not necessarily,All of the above,3
Syllogism,No dogs are cats. All pets are dogs. Therefore, no pets are cats.,True,False,Not necessarily,All of the above,2
Syllogism,Some fruits are oranges. All oranges are citrus. Therefore, some fruits are citrus.,True,False,Not necessarily,All of the above,1
Syllogism,All humans are mammals. Some mammals are not humans. Therefore, some mammals are not humans.,True,False,Not necessarily,All of the above,2
Syllogism,Some cars are electric. All electric vehicles are eco-friendly. Therefore, some cars are eco-friendly.,True,False,Not necessarily,All of the above,1
Syllogism,All rectangles are shapes. Some shapes are not rectangles. Therefore, some shapes are not rectangles.,True,False,Not necessarily,All of the above,2
Syllogism,All flowers are plants. Some plants are not flowers. Therefore, some plants are not flowers.,True,False,Not necessarily,All of the above,2
Syllogism,Some animals are not pets. All pets are animals. Therefore, some animals are not pets.,True,False,Not necessarily,All of the above,1
Syllogism,All mammals are warm-blooded. Some warm-blooded animals are not mammals. Therefore, some mammals are not warm-blooded.,True,False,Not necessarily,All of the above,2
Syllogism,No reptiles are mammals. All snakes are reptiles. Therefore, no snakes are mammals.,True,False,Not necessarily,All of the above,1
Syllogism,Some students are not scholars. All scholars are intelligent. Therefore, some students are not intelligent.,True,False,Not necessarily,All of the above,2
Syllogism,All cars are vehicles. Some vehicles are not cars. Therefore, some cars are not vehicles.,True,False,Not necessarily,All of the above,2
Syllogism,All birds are animals. Some animals are not birds. Therefore, some animals are not birds.,True,False,Not necessarily,All of the above,2
Syllogism,Some pets are cats. All cats are animals. Therefore, some pets are animals.,True,False,Not necessarily,All of the above,1
Syllogism,All humans are mortal. Some mortals are not humans. Therefore, some mortals are not human.,True,False,Not necessarily,All of the above,2
Syllogism,No mammals lay eggs. All birds lay eggs. Therefore, no birds are mammals.,True,False,Not necessarily,All of the above,1
Syllogism,Some cars are fast. All fast vehicles are not cars. Therefore, some cars are not fast.,True,False,Not necessarily,All of the above,2
Syllogism,All students are learners. Some learners are not students. Therefore, some students are not learners.,True,False,Not necessarily,All of the above,2
Syllogism,Some animals are not pets. All pets are animals. Therefore, some animals are not pets.,True,False,Not necessarily,All of the above,1
Syllogism,All fruits are sweet. Some sweet things are not fruits. Therefore, some sweet things are not fruits.,True,False,Not necessarily,All of the above,2
Syllogism,All squares are shapes. Some shapes are not squares. Therefore, some shapes are not squares.,True,False,Not necessarily,All of the above,2
Syllogism,All mammals are animals. Some animals are not mammals. Therefore, some animals are not mammals.,True,False,Not necessarily,All of the above,2
Syllogism,All trees are plants. Some plants are not trees. Therefore, some plants are not trees.,True,False,Not necessarily,All of the above,2
Syllogism,Some vehicles are cars. All cars are vehicles. Therefore, some vehicles are cars.,True,False,Not necessarily,All of the above,1
Syllogism,All birds are animals. Some animals are not birds. Therefore, some animals are not birds.,True,False,Not necessarily,All of the above,2
Syllogism,No reptiles are birds. All snakes are reptiles. Therefore, no snakes are birds.,True,False,Not necessarily,All of the above,1
Syllogism,Some flowers are daisies. All daisies are flowers. Therefore, some flowers are daisies.,True,False,Not necessarily,All of the above,1
Syllogism,All cars are fast. Some fast things are not cars. Therefore, some fast things are not cars.,True,False,Not necessarily,All of the above,2
Syllogism,All mammals are warm-blooded. Some warm-blooded animals are not mammals. Therefore, some warm-blooded animals are not mammals.,True,False,Not necessarily,All of the above,2
Syllogism,All dogs are pets. Some pets are not dogs. Therefore, some pets are not dogs.,True,False,Not necessarily,All of the above,2
